Objects
240
,,Global Angle (Quaternion) boxbox:boxbox,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
138,0,-0.001693,-0.009348,-0.044394,0.998969,1384.263672,-74.607071,1062.396973
139,0,-0.001655,-0.009360,-0.044401,0.998969,1384.334351,-74.425926,1062.456055
140,0,-0.001549,-0.009318,-0.044366,0.998971,1384.410522,-74.225861,1062.515137
141,0,-0.001445,-0.009326,-0.044284,0.998974,1384.489380,-74.023605,1062.574829
142,0,-0.001293,-0.009312,-0.044231,0.998977,1384.550903,-73.836113,1062.631958
143,0,-0.001172,-0.009279,-0.044109,0.998983,1384.640503,-73.615494,1062.690674
144,0,-0.001105,-0.009254,-0.044015,0.998987,1384.715332,-73.434586,1062.765381
145,0,-0.000973,-0.009255,-0.043941,0.998991,1384.801270,-73.232300,1062.823853
146,0,-0.000859,-0.009250,-0.043920,0.998992,1384.878906,-73.064621,1062.893921
147,0,-0.000734,-0.009275,-0.043823,0.998996,1384.959229,-72.887199,1062.958740
148,0,-0.000636,-0.009232,-0.043703,0.999002,1385.035522,-72.694450,1063.018066
149,0,-0.000528,-0.009222,-0.043666,0.999003,1385.107056,-72.551003,1063.099487
150,0,-0.000472,-0.009162,-0.043565,0.999008,1385.189941,-72.372276,1063.155029
151,0,-0.000335,-0.009187,-0.043479,0.999012,1385.262451,-72.212624,1063.208374
152,0,-0.000121,-0.009188,-0.043379,0.999016,1385.339233,-72.028114,1063.243774
153,0,-0.000029,-0.009218,-0.043174,0.999025,1385.432007,-71.828156,1063.274414
154,0,0.000168,-0.009236,-0.043053,0.999030,1385.492554,-71.667763,1063.299316
155,0,0.000213,-0.009233,-0.042879,0.999038,1385.568848,-71.502472,1063.345703
156,0,0.000362,-0.009324,-0.042753,0.999042,1385.647949,-71.324028,1063.350830
157,0,0.000492,-0.009338,-0.042611,0.999048,1385.717041,-71.159302,1063.368408
158,0,0.000619,-0.009375,-0.042468,0.999054,1385.762939,-71.020340,1063.386230
159,0,0.000677,-0.009428,-0.042336,0.999059,1385.823120,-70.873604,1063.392578
160,0,0.000801,-0.009498,-0.042209,0.999063,1385.867310,-70.730011,1063.393433
161,0,0.000909,-0.009643,-0.042059,0.999068,1385.923950,-70.597473,1063.400269
162,0,0.001082,-0.009741,-0.041874,0.999075,1385.985352,-70.442841,1063.389404
163,0,0.001169,-0.009829,-0.041690,0.999082,1386.028320,-70.299522,1063.394775
164,0,0.001347,-0.009999,-0.041552,0.999085,1386.079590,-70.153603,1063.380859
165,0,0.001435,-0.010159,-0.041314,0.999094,1386.125977,-70.013458,1063.380737
166,0,0.001605,-0.010307,-0.041159,0.999098,1386.167236,-69.875526,1063.375977
167,0,0.001723,-0.010423,-0.041017,0.999103,1386.213135,-69.736809,1063.364624
168,0,0.001773,-0.010591,-0.040898,0.999106,1386.248413,-69.639542,1063.380493
169,0,0.001919,-0.010758,-0.040727,0.999111,1386.290039,-69.500748,1063.366211
170,0,0.002051,-0.010909,-0.040574,0.999115,1386.313232,-69.390701,1063.340210
171,0,0.002095,-0.011022,-0.040479,0.999117,1386.349609,-69.282364,1063.337402
172,0,0.002241,-0.011153,-0.040295,0.999123,1386.378052,-69.151398,1063.304199
173,0,0.002355,-0.011374,-0.040141,0.999126,1386.415405,-69.047142,1063.287598
174,0,0.002432,-0.011517,-0.040006,0.999130,1386.443970,-68.939598,1063.259277
175,0,0.002513,-0.011633,-0.039881,0.999134,1386.468262,-68.839340,1063.234009
176,0,0.002601,-0.011757,-0.039659,0.999141,1386.500488,-68.733665,1063.204468
177,0,0.002672,-0.011879,-0.039498,0.999146,1386.531372,-68.647491,1063.188232
178,0,0.002717,-0.011960,-0.039298,0.999152,1386.573242,-68.558098,1063.173706
179,0,0.002804,-0.012049,-0.039169,0.999156,1386.606812,-68.486832,1063.161011
180,0,0.002904,-0.012169,-0.039023,0.999160,1386.645630,-68.405930,1063.141968
181,0,0.002926,-0.012127,-0.038858,0.999167,1386.680664,-68.328384,1063.131592
182,0,0.002959,-0.012136,-0.038654,0.999175,1386.724609,-68.284729,1063.147949
183,0,0.002998,-0.012157,-0.038560,0.999178,1386.773926,-68.201630,1063.122559
184,0,0.003058,-0.012145,-0.038384,0.999185,1386.819092,-68.149513,1063.131714
185,0,0.003086,-0.012110,-0.038222,0.999191,1386.867920,-68.084511,1063.126953
186,0,0.003074,-0.012063,-0.038136,0.999195,1386.906250,-68.047249,1063.138184
187,0,0.003109,-0.011956,-0.037970,0.999203,1386.940918,-67.994698,1063.145874
188,0,0.003113,-0.011918,-0.037835,0.999208,1386.990601,-67.938904,1063.137695
189,0,0.003106,-0.011877,-0.037702,0.999214,1387.034180,-67.882866,1063.135498
190,0,0.003150,-0.011874,-0.037580,0.999218,1387.084351,-67.825439,1063.126465
191,0,0.003094,-0.011855,-0.037495,0.999222,1387.111816,-67.770096,1063.134644
192,0,0.003076,-0.011796,-0.037403,0.999226,1387.148315,-67.713905,1063.121338
193,0,0.003019,-0.011742,-0.037268,0.999232,1387.187866,-67.664001,1063.130737
194,0,0.003068,-0.011786,-0.037147,0.999236,1387.221558,-67.606483,1063.115356
195,0,0.002994,-0.011797,-0.037040,0.999240,1387.257202,-67.559410,1063.132690
196,0,0.003015,-0.011794,-0.036927,0.999244,1387.286255,-67.498070,1063.130615
197,0,0.002967,-0.011866,-0.036869,0.999245,1387.308472,-67.447380,1063.130005
198,0,0.002871,-0.011867,-0.036755,0.999250,1387.343994,-67.399933,1063.130859
199,0,0.002810,-0.011859,-0.036620,0.999255,1387.370728,-67.364525,1063.151611
200,0,0.002784,-0.011891,-0.036537,0.999258,1387.407227,-67.310287,1063.145996
201,0,0.002758,-0.011937,-0.036435,0.999261,1387.428467,-67.292572,1063.158447
202,0,0.002726,-0.011896,-0.036229,0.999269,1387.453369,-67.238274,1063.162231
203,0,0.002648,-0.011900,-0.036164,0.999272,1387.482300,-67.216957,1063.187622
204,0,0.002592,-0.011843,-0.036035,0.999277,1387.504272,-67.197769,1063.205811
205,0,0.002546,-0.011840,-0.035925,0.999281,1387.522705,-67.196892,1063.233398
206,0,0.002520,-0.011733,-0.035775,0.999288,1387.546875,-67.167534,1063.245483
207,0,0.002544,-0.011771,-0.035636,0.999292,1387.573730,-67.144554,1063.255615
208,0,0.002489,-0.011671,-0.035567,0.999296,1387.585449,-67.149437,1063.284424
209,0,0.002499,-0.011607,-0.035416,0.999302,1387.610229,-67.136421,1063.301880
210,0,0.002435,-0.011475,-0.035252,0.999310,1387.630859,-67.139198,1063.324951
211,0,0.002480,-0.011389,-0.035063,0.999317,1387.656982,-67.125343,1063.346924
212,0,0.002489,-0.011275,-0.034919,0.999323,1387.671265,-67.130600,1063.369263
213,0,0.002446,-0.011120,-0.034769,0.999331,1387.688721,-67.130127,1063.387207
214,0,0.002482,-0.011032,-0.034630,0.999336,1387.701782,-67.126038,1063.391113
215,0,0.002483,-0.010859,-0.034444,0.999344,1387.712280,-67.126770,1063.402466
216,0,0.002512,-0.010767,-0.034291,0.999351,1387.725952,-67.128250,1063.401367
217,0,0.002507,-0.010634,-0.034174,0.999356,1387.731689,-67.138649,1063.406616
218,0,0.002506,-0.010503,-0.033907,0.999367,1387.754028,-67.118156,1063.402710
219,0,0.002517,-0.010370,-0.033767,0.999373,1387.755249,-67.122704,1063.397583
