Objects
100
,,Global Angle Nico_1:Nico_1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
962,0,-0.040975,0.086954,-0.040575,-32.682564,-63.878128,883.464905
963,0,-0.040975,0.087893,-0.041164,-32.823959,-63.285202,885.233521
964,0,-0.041021,0.088133,-0.041695,-33.011574,-62.664391,887.002502
965,0,-0.040668,0.088195,-0.041390,-33.245216,-62.070953,888.825378
966,0,-0.040556,0.087421,-0.041554,-33.528351,-61.478756,890.681885
967,0,-0.040356,0.087177,-0.041356,-33.826847,-60.912170,892.556030
968,0,-0.039847,0.087092,-0.040851,-34.117962,-60.343277,894.399109
969,0,-0.039380,0.087776,-0.040233,-34.444778,-59.781784,896.254639
970,0,-0.039028,0.088383,-0.039509,-34.797817,-59.192226,898.069641
971,0,-0.039111,0.088528,-0.038913,-35.167747,-58.625736,899.903381
972,0,-0.038830,0.088828,-0.038319,-35.565540,-58.056644,901.713257
973,0,-0.038659,0.088896,-0.037723,-35.965881,-57.507553,903.509338
974,0,-0.038773,0.089134,-0.036789,-36.380669,-56.957165,905.285461
975,0,-0.039477,0.088458,-0.036308,-36.799133,-56.466263,907.059631
976,0,-0.040185,0.087770,-0.035791,-37.218853,-55.972588,908.782227
977,0,-0.040546,0.087054,-0.035598,-37.657513,-55.530277,910.499817
978,0,-0.040852,0.086479,-0.035314,-38.091915,-55.107838,912.183594
979,0,-0.041065,0.085323,-0.035555,-38.570194,-54.668015,913.826538
980,0,-0.041000,0.084484,-0.035961,-39.071663,-54.246487,915.441589
981,0,-0.040515,0.084235,-0.036572,-39.580914,-53.858242,917.016357
982,0,-0.040488,0.084280,-0.037430,-40.109539,-53.456059,918.529175
983,0,-0.040090,0.085499,-0.037876,-40.651035,-53.045792,919.971436
984,0,-0.039896,0.086685,-0.038769,-41.204563,-52.645504,921.382202
985,0,-0.039388,0.088620,-0.038687,-41.785202,-52.215832,922.737061
986,0,-0.039609,0.089542,-0.038814,-42.419949,-51.787403,924.077393
987,0,-0.040084,0.090399,-0.038367,-43.089058,-51.396534,925.416443
988,0,-0.040577,0.089867,-0.037837,-43.800335,-51.028145,926.736328
989,0,-0.040269,0.089624,-0.037217,-44.540119,-50.682217,928.052185
990,0,-0.040302,0.088849,-0.036742,-45.309582,-50.356831,929.347290
991,0,-0.040675,0.087263,-0.036460,-46.072910,-50.067028,930.594666
992,0,-0.040500,0.086343,-0.036611,-46.816093,-49.794331,931.821716
993,0,-0.040501,0.085485,-0.036841,-47.525009,-49.545235,933.002808
994,0,-0.040565,0.085041,-0.037667,-48.200275,-49.306747,934.112061
995,0,-0.040311,0.085250,-0.039134,-48.847290,-49.092514,935.192261
996,0,-0.040162,0.085220,-0.040769,-49.463127,-48.866608,936.199463
997,0,-0.040380,0.085371,-0.042911,-50.095322,-48.659420,937.162109
998,0,-0.039807,0.086049,-0.044766,-50.699432,-48.417816,938.050415
999,0,-0.040174,0.086539,-0.046808,-51.318333,-48.167870,938.889771
1000,0,-0.039812,0.087149,-0.048195,-51.940784,-47.929554,939.710693
1001,0,-0.039973,0.087405,-0.049206,-52.567650,-47.663246,940.497253
1002,0,-0.039900,0.087905,-0.049885,-53.208576,-47.391441,941.209290
1003,0,-0.040319,0.087529,-0.050238,-53.833313,-47.148022,941.918213
1004,0,-0.041066,0.087403,-0.050102,-54.437618,-46.887993,942.582886
1005,0,-0.041784,0.086817,-0.049789,-55.010479,-46.670372,943.213745
1006,0,-0.042535,0.085439,-0.049979,-55.538570,-46.483894,943.828308
1007,0,-0.043229,0.085125,-0.050290,-56.014854,-46.340778,944.395691
1008,0,-0.044478,0.084691,-0.050679,-56.409950,-46.220253,944.905273
1009,0,-0.045854,0.083735,-0.051892,-56.743393,-46.109104,945.391235
1010,0,-0.046604,0.083657,-0.053484,-57.034126,-46.056385,945.868774
1011,0,-0.047307,0.083587,-0.055267,-57.291916,-46.020817,946.291748
1012,0,-0.047981,0.083213,-0.057371,-57.532253,-46.015305,946.675659
1013,0,-0.048972,0.082518,-0.059704,-57.756832,-46.062973,947.067749
1014,0,-0.049483,0.082236,-0.062205,-57.945343,-46.164074,947.463196
1015,0,-0.049592,0.082215,-0.064479,-58.132072,-46.308617,947.882507
1016,0,-0.049208,0.082580,-0.066752,-58.316643,-46.485119,948.303467
1017,0,-0.048829,0.082502,-0.069018,-58.493591,-46.697300,948.735168
1018,0,-0.048665,0.082876,-0.071306,-58.673885,-46.912968,949.166321
1019,0,-0.048444,0.083251,-0.073584,-58.876842,-47.126808,949.617004
1020,0,-0.048377,0.083461,-0.075634,-59.105145,-47.353790,950.106201
1021,0,-0.048108,0.083635,-0.077164,-59.370388,-47.573086,950.616943
1022,0,-0.047720,0.083441,-0.078671,-59.679115,-47.799614,951.154114
1023,0,-0.046981,0.083648,-0.079619,-60.030701,-48.053562,951.717773
1024,0,-0.045764,0.083998,-0.079769,-60.389816,-48.310875,952.294495
1025,0,-0.044951,0.084376,-0.079385,-60.777534,-48.612762,952.889099
1026,0,-0.044084,0.084472,-0.078696,-61.188076,-48.976692,953.520203
1027,0,-0.043573,0.084589,-0.077595,-61.607960,-49.357151,954.145569
1028,0,-0.043404,0.084347,-0.076003,-62.038052,-49.773380,954.768921
1029,0,-0.043135,0.084206,-0.074174,-62.497303,-50.247177,955.408813
1030,0,-0.042575,0.083622,-0.072539,-62.964775,-50.759716,956.042542
1031,0,-0.042457,0.082512,-0.070593,-63.447655,-51.355701,956.718994
1032,0,-0.042170,0.081144,-0.068490,-63.947903,-52.011692,957.413574
1033,0,-0.041639,0.079940,-0.065996,-64.447159,-52.753365,958.144287
1034,0,-0.041373,0.078508,-0.063250,-64.948120,-53.573700,958.876465
1035,0,-0.040815,0.077414,-0.060113,-65.433517,-54.469204,959.634949
1036,0,-0.040364,0.076311,-0.056775,-65.931686,-55.448544,960.399170
1037,0,-0.039746,0.074654,-0.053688,-66.415924,-56.493668,961.188843
1038,0,-0.039169,0.073306,-0.050502,-66.885742,-57.619743,961.987976
1039,0,-0.038228,0.072214,-0.047271,-67.329636,-58.845852,962.820374
1040,0,-0.037172,0.071159,-0.044741,-67.745895,-60.115921,963.651428
1041,0,-0.036034,0.070422,-0.042361,-68.119827,-61.424534,964.501709
1042,0,-0.034606,0.069834,-0.040348,-68.478546,-62.815407,965.382202
1043,0,-0.033747,0.069030,-0.037662,-68.804207,-64.214333,966.268616
1044,0,-0.032848,0.067971,-0.035461,-69.122589,-65.671295,967.177124
1045,0,-0.032128,0.067180,-0.032893,-69.437080,-67.171135,968.084351
1046,0,-0.031094,0.066940,-0.029901,-69.702209,-68.704758,968.976868
1047,0,-0.030745,0.066547,-0.027381,-69.936234,-70.262146,969.862183
1048,0,-0.030503,0.067025,-0.024591,-70.127281,-71.820526,970.701721
1049,0,-0.030659,0.068008,-0.022431,-70.255539,-73.267181,971.461060
1050,0,-0.030500,0.069748,-0.020285,-70.380272,-74.739113,972.253906
1051,0,-0.022295,0.065529,-0.024556,-70.418037,-76.496468,973.412903
1052,0,-0.020538,0.065666,-0.024007,-70.534271,-77.993515,974.277649
1053,0,-0.018896,0.065557,-0.023672,-70.650253,-79.452354,975.155640
1054,0,-0.017189,0.065151,-0.023229,-70.778030,-80.904831,976.041931
1055,0,-0.016088,0.064508,-0.023048,-70.914230,-82.339691,976.914490
1056,0,-0.015016,0.064018,-0.022723,-71.047157,-83.762764,977.788757
1057,0,-0.014014,0.062927,-0.022556,-71.193825,-85.149574,978.659546
1058,0,-0.013000,0.061814,-0.021981,-71.332550,-86.526283,979.536072
1059,0,-0.011490,0.060665,-0.021610,-71.456947,-87.862625,980.410278
1060,0,-0.009763,0.059321,-0.021414,-71.565666,-89.197823,981.301941
1061,0,-0.007868,0.058218,-0.021255,-71.673073,-90.466995,982.162354
1062,0,-0.006554,0.057377,-0.021160,-71.773689,-91.714172,982.992798
1063,0,-0.005185,0.057173,-0.020811,-71.852341,-92.922081,983.775513
1064,0,-0.003919,0.057606,-0.020979,-71.907753,-94.111717,984.548706
1065,0,-0.002606,0.058400,-0.021181,-71.934647,-95.244637,985.277710
1066,0,-0.002276,0.059163,-0.021507,-71.977524,-96.354439,985.990356
1067,0,-0.001390,0.059792,-0.021922,-72.020599,-97.442719,986.710510
1068,0,-0.000764,0.060258,-0.022481,-72.081039,-98.511436,987.416504
1069,0,0.000035,0.061004,-0.022980,-72.164413,-99.551857,988.096008
1070,0,0.000670,0.061512,-0.023369,-72.228416,-100.570572,988.751160
1071,0,0.001025,0.062778,-0.023493,-72.312080,-101.561523,989.419739
1072,0,0.001748,0.063774,-0.023812,-72.410286,-102.516251,990.080261
1073,0,0.002196,0.064816,-0.023712,-72.535713,-103.444046,990.736328
1074,0,0.002612,0.065303,-0.023779,-72.700981,-104.351555,991.404724
1075,0,0.003128,0.065760,-0.023754,-72.887581,-105.189339,992.069275
1076,0,0.003257,0.066027,-0.023579,-73.109543,-106.024971,992.762939
1077,0,0.002941,0.066279,-0.023103,-73.356064,-106.812019,993.462097
1078,0,0.002804,0.066580,-0.022850,-73.617043,-107.531303,994.178284
1079,0,0.002307,0.066819,-0.022460,-73.921860,-108.222328,994.928772
1080,0,0.002184,0.067042,-0.021862,-74.240959,-108.846054,995.691528
1081,0,0.002101,0.067413,-0.021266,-74.590347,-109.467987,996.499756
1082,0,0.002194,0.067768,-0.020210,-74.930412,-110.031227,997.304016
1083,0,0.002009,0.067792,-0.019266,-75.306931,-110.607094,998.135071
1084,0,0.001948,0.068227,-0.018103,-75.671661,-111.135117,998.947205
1085,0,0.002179,0.068246,-0.016891,-76.055016,-111.652374,999.761475
1086,0,0.002142,0.068815,-0.015542,-76.422523,-112.159569,1000.563171
1087,0,0.007068,0.066918,-0.017036,-76.887993,-113.452888,1001.935242
1088,0,0.007641,0.067306,-0.016216,-77.226974,-113.997948,1002.758606
1089,0,0.007876,0.068054,-0.015376,-77.556984,-114.522774,1003.551270
1090,0,0.007713,0.068647,-0.014834,-77.870636,-114.998131,1004.327148
1091,0,0.007712,0.069599,-0.014374,-78.180595,-115.465439,1005.123230
1092,0,0.007017,0.069569,-0.014743,-78.490952,-115.925575,1005.937683
1093,0,0.007312,0.070042,-0.014946,-78.794014,-116.363976,1006.752136
1094,0,0.007406,0.069498,-0.015587,-79.116737,-116.813820,1007.623779
1095,0,0.007677,0.069106,-0.015943,-79.418839,-117.253647,1008.515259
1096,0,0.007764,0.068462,-0.016592,-79.735695,-117.711662,1009.412170
1097,0,0.008556,0.068179,-0.017067,-80.022110,-118.122375,1010.293701
1098,0,0.008927,0.067735,-0.017661,-80.312057,-118.524658,1011.190918
1099,0,0.009051,0.067085,-0.018230,-80.583107,-118.918732,1012.079346
1100,0,0.009458,0.066203,-0.019407,-80.827026,-119.264473,1012.941711
1101,0,0.009642,0.065421,-0.020491,-81.088715,-119.594849,1013.831970
1102,0,0.009744,0.064725,-0.021808,-81.325836,-119.922958,1014.711487
1103,0,0.009950,0.064151,-0.023481,-81.568642,-120.216843,1015.532227
1104,0,0.010009,0.063717,-0.025251,-81.810005,-120.494049,1016.361938
1105,0,0.009914,0.062936,-0.026985,-82.045845,-120.706917,1017.191162
1106,0,0.009799,0.061795,-0.028837,-82.337898,-120.914238,1018.019104
1107,0,0.009604,0.060322,-0.030345,-82.656601,-121.084885,1018.825867
1108,0,0.008935,0.058769,-0.032061,-82.989525,-121.227905,1019.671204
1109,0,0.008960,0.057492,-0.033120,-83.335487,-121.367668,1020.507202
1110,0,0.008418,0.056095,-0.034353,-83.696701,-121.476051,1021.361084
1111,0,0.008005,0.054925,-0.035496,-84.082634,-121.564568,1022.212036
1112,0,0.007569,0.053535,-0.036197,-84.458221,-121.667976,1023.072571
1113,0,0.007349,0.052340,-0.037276,-84.864159,-121.732643,1023.936401
1114,0,0.007188,0.051315,-0.038281,-85.278358,-121.793465,1024.788086
1115,0,0.006716,0.049837,-0.039225,-85.705322,-121.830643,1025.647461
1116,0,0.006598,0.048827,-0.040332,-86.154152,-121.869064,1026.500977
1117,0,0.006343,0.047750,-0.041226,-86.611954,-121.889519,1027.371704
1118,0,0.006172,0.046570,-0.041862,-87.088623,-121.889496,1028.257813
1119,0,0.005815,0.045148,-0.042244,-87.586685,-121.896919,1029.168213
1120,0,0.005393,0.042663,-0.042876,-88.093384,-121.910202,1030.065674
1121,0,0.005442,0.040577,-0.042893,-88.615982,-121.941406,1030.965332
1122,0,0.004989,0.038582,-0.043118,-89.147118,-122.009583,1031.883057
1123,0,0.005603,0.036684,-0.042847,-89.659904,-122.092087,1032.747559
1124,0,0.005445,0.034943,-0.043137,-90.180145,-122.222534,1033.609009
1125,0,0.006044,0.033976,-0.043352,-90.658081,-122.368233,1034.423828
1126,0,0.006387,0.033007,-0.043740,-91.131500,-122.569023,1035.208008
1127,0,0.006556,0.032426,-0.044282,-91.580406,-122.794693,1035.951172
1128,0,0.006900,0.031821,-0.045068,-92.033066,-123.066620,1036.689941
1129,0,0.007564,0.031486,-0.045899,-92.479355,-123.348038,1037.373169
1130,0,0.007441,0.030872,-0.047050,-92.933670,-123.694603,1038.053223
1131,0,0.007342,0.030255,-0.048250,-93.381584,-124.057976,1038.681396
1132,0,0.007367,0.029574,-0.049755,-93.834435,-124.485481,1039.302856
1133,0,0.007833,0.029392,-0.051117,-94.281929,-124.901543,1039.876099
1134,0,0.008070,0.029072,-0.052876,-94.744896,-125.356689,1040.445557
1135,0,0.008092,0.029016,-0.054684,-95.230148,-125.808014,1040.982666
1136,0,0.007813,0.028639,-0.056750,-95.714935,-126.277145,1041.496460
1137,0,0.007821,0.028354,-0.058586,-96.229446,-126.783417,1042.018188
1138,0,0.007776,0.027959,-0.060188,-96.780052,-127.307671,1042.540649
1139,0,0.007770,0.027654,-0.061247,-97.357033,-127.852264,1043.060913
1140,0,0.007876,0.027267,-0.062042,-97.975609,-128.392014,1043.578125
1141,0,0.007904,0.026596,-0.062475,-98.622276,-128.939011,1044.101440
1142,0,0.008270,0.026204,-0.062295,-99.303116,-129.488556,1044.624878
1143,0,0.008339,0.025068,-0.061980,-99.965813,-130.048904,1045.125488
1144,0,0.008654,0.024473,-0.061274,-100.641815,-130.647827,1045.615356
1145,0,0.008817,0.023838,-0.060549,-101.283195,-131.258270,1046.048584
1146,0,0.009065,0.023759,-0.059732,-101.904755,-131.895981,1046.445923
1147,0,0.009180,0.023763,-0.058880,-102.491409,-132.551834,1046.810547
1148,0,0.008968,0.023460,-0.058148,-103.037582,-133.221664,1047.150024
1149,0,0.009058,0.023252,-0.057217,-103.552429,-133.909134,1047.475342
1150,0,0.008939,0.022765,-0.056535,-104.047073,-134.622467,1047.789917
1151,0,0.009136,0.022654,-0.055450,-104.500565,-135.335373,1048.110107
1152,0,0.009102,0.021991,-0.054342,-104.936211,-136.104477,1048.439453
1153,0,0.009190,0.021280,-0.053053,-105.344521,-136.920288,1048.790405
1154,0,0.009476,0.020472,-0.051983,-105.690002,-137.775772,1049.160889
1155,0,0.009564,0.020020,-0.050586,-105.998375,-138.681686,1049.530884
1156,0,0.009545,0.019586,-0.049232,-106.227554,-139.581238,1049.883179
1157,0,0.009444,0.019128,-0.048120,-106.426117,-140.540848,1050.270996
1158,0,0.009499,0.018613,-0.047478,-106.587029,-141.541458,1050.666748
1159,0,0.009603,0.018172,-0.046872,-106.671310,-142.567825,1051.045288
1160,0,0.009922,0.017815,-0.046452,-106.733727,-143.656097,1051.465088
1161,0,0.010772,0.017567,-0.046264,-106.758446,-144.749969,1051.872925
1162,0,0.011428,0.017326,-0.046133,-106.738083,-145.874146,1052.278809
1163,0,0.012130,0.017386,-0.046269,-106.693268,-147.065796,1052.696655
1164,0,0.012910,0.017874,-0.046476,-106.615540,-148.244293,1053.101685
1165,0,0.013251,0.018145,-0.047095,-106.516396,-149.420731,1053.491577
1166,0,0.013554,0.018506,-0.047678,-106.402168,-150.552628,1053.867065
1167,0,0.013962,0.018597,-0.047973,-106.330643,-151.744537,1054.291870
1168,0,0.014909,0.018757,-0.048207,-106.270439,-152.901474,1054.710205
1169,0,0.015260,0.018702,-0.047944,-106.244682,-154.076920,1055.158203
1170,0,0.015421,0.018674,-0.047426,-106.222023,-155.274582,1055.633301
1171,0,0.015545,0.019084,-0.046483,-106.206772,-156.421890,1056.090576
1172,0,0.016091,0.019087,-0.045682,-106.187988,-157.587585,1056.560303
1173,0,0.016469,0.019694,-0.044274,-106.187393,-158.757965,1057.024048
1174,0,0.016675,0.020023,-0.043236,-106.182838,-159.883789,1057.465332
1175,0,0.016851,0.020470,-0.041826,-106.182266,-160.992584,1057.879883
1176,0,0.016847,0.021059,-0.040930,-106.183151,-162.069138,1058.318237
1177,0,0.016392,0.020911,-0.039870,-106.199760,-163.150269,1058.779541
1178,0,0.015921,0.020628,-0.038492,-106.234146,-164.179932,1059.222656
1179,0,0.015434,0.019856,-0.037176,-106.277260,-165.242416,1059.675171
1180,0,0.015204,0.019395,-0.035636,-106.318291,-166.331589,1060.137939
1181,0,0.014872,0.018966,-0.033700,-106.358574,-167.378616,1060.574341
1182,0,0.014724,0.017986,-0.032313,-106.383957,-168.487396,1061.018677
1183,0,0.014305,0.017147,-0.030871,-106.400497,-169.591904,1061.455566
1184,0,0.014006,0.016369,-0.029584,-106.392380,-170.699677,1061.890625
1185,0,0.013608,0.015837,-0.028627,-106.358452,-171.813141,1062.306030
1186,0,0.013586,0.015662,-0.028038,-106.316406,-172.932861,1062.712402
1187,0,0.013754,0.015548,-0.027389,-106.229332,-174.095810,1063.114868
1188,0,0.014441,0.015598,-0.026904,-106.131310,-175.232117,1063.499390
1189,0,0.015120,0.015951,-0.026500,-106.038963,-176.374435,1063.882202
1190,0,0.015721,0.016086,-0.026196,-105.960266,-177.532654,1064.278931
1191,0,0.016314,0.016005,-0.025682,-105.889061,-178.658432,1064.635254
1192,0,0.016992,0.015793,-0.025073,-105.803841,-179.789383,1064.981567
1193,0,0.018157,0.016143,-0.024685,-105.724693,-180.926926,1065.331177
1194,0,0.018803,0.015883,-0.024399,-105.649048,-182.076813,1065.677490
1195,0,0.019751,0.016084,-0.023689,-105.573189,-183.203247,1065.992310
1196,0,0.020466,0.015890,-0.023408,-105.488853,-184.309494,1066.266235
1197,0,0.021237,0.016103,-0.023300,-105.417572,-185.442078,1066.549194
1198,0,0.021522,0.015740,-0.023449,-105.356468,-186.539825,1066.810059
1199,0,0.021784,0.015324,-0.023225,-105.298813,-187.628113,1067.073853
1200,0,0.021991,0.014948,-0.023462,-105.258049,-188.684052,1067.319702
1201,0,0.022435,0.014639,-0.023401,-105.243706,-189.768448,1067.571167
1202,0,0.022603,0.013829,-0.023580,-105.249550,-190.830460,1067.798340
1203,0,0.022979,0.013370,-0.023107,-105.239822,-191.922104,1068.037354
1204,0,0.023726,0.013670,-0.022920,-105.250671,-192.980972,1068.278564
1205,0,0.023978,0.013634,-0.022571,-105.272797,-194.075378,1068.515259
1206,0,0.024490,0.013596,-0.022297,-105.297226,-195.130981,1068.744385
1207,0,0.024858,0.014158,-0.021180,-105.271797,-196.120270,1068.926514
1208,0,0.024835,0.014231,-0.021196,-105.327560,-197.169098,1069.165527
1209,0,0.025036,0.014295,-0.020924,-105.396126,-198.202545,1069.365356
1210,0,0.024568,0.013915,-0.020714,-105.488670,-199.203674,1069.572021
1211,0,0.025008,0.013757,-0.020458,-105.602615,-200.192459,1069.801270
1212,0,0.024766,0.013476,-0.019972,-105.730019,-201.191238,1070.040405
1213,0,0.024203,0.013069,-0.019773,-105.877724,-202.161270,1070.303711
1214,0,0.023656,0.012521,-0.019339,-106.035561,-203.133835,1070.579956
1215,0,0.023349,0.012400,-0.018951,-106.209709,-204.107330,1070.865845
1216,0,0.023381,0.012306,-0.018593,-106.380577,-205.004303,1071.137451
1217,0,0.023737,0.012478,-0.018052,-106.564529,-205.925385,1071.428833
1218,0,0.023616,0.012649,-0.017537,-106.720413,-206.793152,1071.683594
1219,0,0.023107,0.012726,-0.017098,-106.888252,-207.637527,1071.956055
1220,0,0.022720,0.012801,-0.016552,-107.042770,-208.465469,1072.237915
1221,0,0.022282,0.012593,-0.015922,-107.205322,-209.270035,1072.514893
1222,0,0.021973,0.011983,-0.015567,-107.371353,-210.100204,1072.829468
1223,0,0.021692,0.011405,-0.014988,-107.532257,-210.929749,1073.182861
1224,0,0.022225,0.011142,-0.014419,-107.662071,-211.712952,1073.553711
1225,0,0.023001,0.011136,-0.013587,-107.793007,-212.532898,1073.980591
1226,0,0.023784,0.010985,-0.013162,-107.902512,-213.388626,1074.468628
1227,0,0.024871,0.010892,-0.012555,-107.985855,-214.186142,1074.941528
1228,0,0.025896,0.010868,-0.012258,-108.064133,-215.037399,1075.470947
1229,0,0.027004,0.010358,-0.012397,-108.125862,-215.861725,1075.998169
1230,0,0.028564,0.010471,-0.012197,-108.172684,-216.720718,1076.585327
1231,0,0.030080,0.010580,-0.011682,-108.200539,-217.565643,1077.191284
1232,0,0.031774,0.010535,-0.011702,-108.213760,-218.465363,1077.853882
1233,0,0.033609,0.010706,-0.011943,-108.214935,-219.336441,1078.502441
1234,0,0.035559,0.010819,-0.012175,-108.206551,-220.235657,1079.170776
1235,0,0.037324,0.011246,-0.011974,-108.191513,-221.121445,1079.821533
1236,0,0.038752,0.011235,-0.012198,-108.176094,-221.979767,1080.466309
1237,0,0.040463,0.011147,-0.012560,-108.179771,-222.859268,1081.141235
1238,0,0.042073,0.011056,-0.012809,-108.194527,-223.719818,1081.784546
1239,0,0.043218,0.010836,-0.012886,-108.204834,-224.610016,1082.444824
1240,0,0.044446,0.010941,-0.012686,-108.227264,-225.484207,1083.102417
1241,0,0.045162,0.010440,-0.012969,-108.244820,-226.383698,1083.770874
1242,0,0.046032,0.010260,-0.013036,-108.284058,-227.227783,1084.370483
1243,0,0.046527,0.009868,-0.012651,-108.343117,-228.102112,1084.967651
1244,0,0.047077,0.009326,-0.012598,-108.411186,-228.963882,1085.536255
1245,0,0.047398,0.008399,-0.012567,-108.493835,-229.854889,1086.109253
1246,0,0.047948,0.007532,-0.012322,-108.591820,-230.724777,1086.643555
1247,0,0.048190,0.006646,-0.012172,-108.687279,-231.619034,1087.191162
1248,0,0.048369,0.006124,-0.011791,-108.787704,-232.479889,1087.693359
1249,0,0.048616,0.005952,-0.011056,-108.883316,-233.390884,1088.208618
1250,0,0.048769,0.005773,-0.010360,-108.977081,-234.280869,1088.666748
1251,0,0.049106,0.005210,-0.010166,-109.077309,-235.230530,1089.134399
1252,0,0.049610,0.004824,-0.010057,-109.169716,-236.128387,1089.539795
1253,0,0.049458,0.004451,-0.009960,-109.237923,-237.025757,1089.943604
1254,0,0.049095,0.003915,-0.009829,-109.329834,-237.942093,1090.353882
1255,0,0.048912,0.003292,-0.009758,-109.414391,-238.820526,1090.727661
1256,0,0.048608,0.002812,-0.009875,-109.508293,-239.716644,1091.124878
1257,0,0.048502,0.002005,-0.010308,-109.613304,-240.615982,1091.509521
1258,0,0.048423,0.001406,-0.010525,-109.708923,-241.517380,1091.894531
1259,0,0.048044,0.001083,-0.010244,-109.796753,-242.401505,1092.247192
1260,0,0.048120,0.000868,-0.010260,-109.872253,-243.280106,1092.594360
1261,0,0.048090,0.000775,-0.010090,-109.949387,-244.165421,1092.932373
1262,0,0.048356,0.000759,-0.010134,-110.037666,-245.017166,1093.228149
1263,0,0.048378,0.000569,-0.010409,-110.123970,-245.884186,1093.532593
1264,0,0.048375,0.000517,-0.010209,-110.203522,-246.746063,1093.820923
1265,0,0.048130,0.000503,-0.010009,-110.273888,-247.550659,1094.053955
1266,0,0.047552,0.000286,-0.009990,-110.337440,-248.370911,1094.294312
1267,0,0.046917,0.000663,-0.009623,-110.416435,-249.171875,1094.529541
1268,0,0.046139,0.000432,-0.009647,-110.489731,-249.897964,1094.713623
1269,0,0.045282,0.000066,-0.009797,-110.582184,-250.637711,1094.911987
1270,0,0.044884,-0.000523,-0.010125,-110.665413,-251.392960,1095.115723
1271,0,0.044372,-0.001065,-0.009985,-110.757217,-252.111023,1095.291016
1272,0,0.043696,-0.001516,-0.009786,-110.838783,-252.820786,1095.471069
1273,0,0.043032,-0.001852,-0.009832,-110.904984,-253.533249,1095.664551
1274,0,0.043114,-0.001548,-0.009907,-110.960289,-254.241592,1095.855713
1275,0,0.043158,-0.001632,-0.009951,-111.008842,-254.898636,1096.024292
1276,0,0.043139,-0.001577,-0.010143,-111.039894,-255.556915,1096.191895
1277,0,0.043276,-0.001420,-0.010444,-111.070374,-256.231903,1096.371826
1278,0,0.043475,-0.001197,-0.010774,-111.084190,-256.865356,1096.529663
1279,0,0.043928,-0.000847,-0.011059,-111.098083,-257.465088,1096.688599
1280,0,0.044149,-0.000522,-0.011370,-111.106079,-258.089355,1096.875366
1281,0,0.044609,0.000136,-0.011627,-111.084587,-258.694336,1097.059570
1282,0,0.045044,0.000705,-0.011836,-111.057686,-259.260498,1097.235474
1283,0,0.045021,0.000645,-0.012242,-111.029259,-259.812988,1097.411865
1284,0,0.045254,0.000707,-0.012373,-111.008537,-260.373230,1097.598877
1285,0,0.045126,0.000604,-0.012748,-110.978569,-260.913483,1097.774536
1286,0,0.044796,0.000387,-0.013165,-110.942291,-261.412933,1097.957397
1287,0,0.044419,0.000332,-0.013479,-110.905067,-261.900330,1098.154907
1288,0,0.044248,0.000348,-0.013757,-110.870583,-262.377380,1098.367188
1289,0,0.043850,0.000314,-0.013953,-110.830780,-262.847900,1098.581055
1290,0,0.043509,0.000026,-0.014331,-110.794807,-263.276428,1098.791626
1291,0,0.042899,-0.000244,-0.014599,-110.758797,-263.704590,1099.028931
1292,0,0.042471,-0.000543,-0.014794,-110.729584,-264.126617,1099.293335
1293,0,0.042252,-0.000938,-0.015003,-110.707733,-264.518616,1099.557129
1294,0,0.041764,-0.001534,-0.015356,-110.675552,-264.917694,1099.834229
1295,0,0.041673,-0.002010,-0.015856,-110.648697,-265.340240,1100.144409
1296,0,0.041419,-0.002202,-0.015953,-110.614731,-265.730377,1100.429565
1297,0,0.041258,-0.002173,-0.015904,-110.580345,-266.087921,1100.704590
1298,0,0.041466,-0.002305,-0.016111,-110.542412,-266.449036,1100.995361
1299,0,0.041522,-0.002451,-0.016465,-110.504395,-266.786224,1101.293945
1300,0,0.041490,-0.002206,-0.016657,-110.465836,-267.132782,1101.606812
1301,0,0.041710,-0.002077,-0.017241,-110.427032,-267.466980,1101.919067
1302,0,0.041811,-0.001852,-0.017821,-110.386040,-267.799988,1102.236816
1303,0,0.041829,-0.001683,-0.018286,-110.342316,-268.123657,1102.568115
1304,0,0.042071,-0.001107,-0.018441,-110.309479,-268.415710,1102.888428
1305,0,0.042213,-0.000994,-0.018646,-110.281319,-268.713074,1103.227295
1306,0,0.042213,-0.001127,-0.018748,-110.262634,-268.980896,1103.555176
1307,0,0.042377,-0.001126,-0.018766,-110.253662,-269.275116,1103.907104
1308,0,0.042704,-0.000854,-0.018769,-110.235672,-269.562958,1104.247437
1309,0,0.042802,-0.000861,-0.018944,-110.196930,-269.831970,1104.566162
1310,0,0.042802,-0.000814,-0.019369,-110.144012,-270.113678,1104.895142
1311,0,0.042673,-0.000785,-0.019766,-110.086670,-270.382233,1105.219971
1312,0,0.042646,-0.000490,-0.020154,-110.025635,-270.619568,1105.540771
1313,0,0.042368,-0.000343,-0.020630,-109.967995,-270.851593,1105.867310
1314,0,0.042300,-0.000081,-0.021182,-109.902580,-271.066986,1106.187134
1315,0,0.042087,0.000487,-0.021533,-109.832855,-271.286957,1106.520020
1316,0,0.042022,0.000845,-0.021986,-109.762077,-271.489655,1106.861084
1317,0,0.042225,0.001426,-0.022648,-109.692009,-271.714020,1107.224487
1318,0,0.041984,0.001637,-0.023279,-109.620346,-271.924805,1107.591309
