Objects
100
,,Global Angle (Quaternion) Nico_1:Nico_1,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
289,0,0.011017,-0.005935,-0.007421,0.999894,-4.644648,-53.502460,243.341370
290,0,0.011068,-0.006154,-0.008032,0.999888,-4.743494,-53.689350,243.644150
291,0,0.011267,-0.006154,-0.008488,0.999882,-4.836559,-53.903931,243.936264
292,0,0.011312,-0.006345,-0.009004,0.999875,-4.927869,-54.116463,244.188171
293,0,0.011188,-0.006425,-0.009453,0.999872,-5.026410,-54.333130,244.432144
294,0,0.011134,-0.006593,-0.009839,0.999868,-5.145163,-54.530354,244.662277
295,0,0.010824,-0.006867,-0.010312,0.999865,-5.278576,-54.701687,244.870422
296,0,0.010522,-0.006982,-0.010560,0.999864,-5.429060,-54.870583,245.061325
297,0,0.010041,-0.007253,-0.010771,0.999865,-5.597195,-55.033840,245.243774
298,0,0.009756,-0.007648,-0.010883,0.999864,-5.776903,-55.190914,245.409973
299,0,0.009569,-0.008102,-0.010788,0.999863,-5.964309,-55.378468,245.599136
300,0,0.009384,-0.008667,-0.010743,0.999861,-6.164067,-55.610481,245.777756
301,0,0.009306,-0.009104,-0.010669,0.999858,-6.358759,-55.838223,245.949661
302,0,0.009338,-0.009525,-0.010645,0.999854,-6.544196,-56.075726,246.088928
303,0,0.009339,-0.009599,-0.010566,0.999855,-6.716630,-56.326000,246.186111
304,0,0.009201,-0.009909,-0.010582,0.999853,-6.881996,-56.590061,246.247559
305,0,0.008955,-0.009999,-0.010626,0.999853,-7.039514,-56.846325,246.262985
306,0,0.008757,-0.010219,-0.010725,0.999852,-7.185218,-57.092293,246.246994
307,0,0.008584,-0.010571,-0.010953,0.999847,-7.333576,-57.363762,246.242691
308,0,0.008460,-0.010730,-0.011200,0.999844,-7.453361,-57.631565,246.244339
309,0,0.008327,-0.011027,-0.011674,0.999836,-7.555108,-57.924999,246.260971
310,0,0.008415,-0.011200,-0.012062,0.999829,-7.628756,-58.223331,246.288361
311,0,0.008285,-0.011547,-0.012551,0.999820,-7.688901,-58.535362,246.317551
312,0,0.008365,-0.011770,-0.013089,0.999810,-7.718640,-58.836723,246.344223
313,0,0.008487,-0.011869,-0.013499,0.999802,-7.740543,-59.150574,246.403885
314,0,0.008620,-0.012212,-0.014164,0.999788,-7.756886,-59.423241,246.469986
315,0,0.008596,-0.012467,-0.014793,0.999776,-7.775073,-59.668251,246.567139
316,0,0.008697,-0.012581,-0.015501,0.999763,-7.791221,-59.889080,246.673981
317,0,0.008794,-0.012610,-0.016227,0.999750,-7.796935,-60.099365,246.802292
318,0,0.008825,-0.012588,-0.016892,0.999739,-7.793578,-60.291138,246.961441
319,0,0.008818,-0.012586,-0.017370,0.999731,-7.793350,-60.439377,247.139389
320,0,0.008611,-0.012626,-0.017707,0.999726,-7.810095,-60.555603,247.354065
