Objects
100
,,Global Angle Nico_Frenchie:Nico_Frenchie,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
264,0,-0.088040,0.047127,3.199766,-118.710091,5.214505,336.079590
265,0,-0.085815,0.044961,3.198030,-118.672020,5.150167,336.118866
266,0,-0.084551,0.044331,3.196670,-118.646202,5.039353,335.987701
267,0,-0.083706,0.044541,3.195305,-118.582962,4.861490,335.735718
268,0,-0.082571,0.045044,3.194172,-118.480354,4.690133,335.593506
269,0,-0.080302,0.045092,3.192453,-118.395538,4.537428,335.552887
270,0,-0.077261,0.044355,3.190038,-118.297157,4.449552,335.494415
271,0,-0.074204,0.042967,3.187016,-118.208435,4.384995,335.409821
272,0,-0.071661,0.041284,3.183628,-118.144287,4.360018,335.263702
273,0,-0.069445,0.040283,3.180280,-118.067436,4.304514,335.079132
274,0,-0.068938,0.041166,3.177377,-117.935699,4.050284,334.892517
275,0,-0.068193,0.043491,3.174670,-117.755608,3.695695,334.693268
276,0,-0.067570,0.045175,3.172225,-117.609291,3.400772,334.542908
277,0,-0.066022,0.044974,3.170025,-117.504929,3.220538,334.407349
278,0,-0.063541,0.043687,3.167887,-117.489357,3.137562,334.261993
279,0,-0.061074,0.041012,3.165803,-117.493332,3.069326,334.115112
280,0,-0.059031,0.037455,3.164188,-117.539238,2.974713,334.048187
281,0,-0.057456,0.036589,3.162810,-117.531639,2.810306,333.968506
282,0,-0.057160,0.036740,3.162021,-117.547760,2.571819,333.897644
283,0,-0.057437,0.037809,3.161570,-117.608513,2.387460,333.769592
284,0,-0.058224,0.038579,3.161155,-117.712692,2.265768,333.589874
285,0,-0.058633,0.038183,3.160305,-117.876869,2.194888,333.483154
286,0,-0.058574,0.036695,3.159326,-118.016945,2.121547,333.510284
287,0,-0.058615,0.035842,3.158391,-118.091400,1.991210,333.609222
288,0,-0.058981,0.034977,3.157395,-118.142242,1.844324,333.710052
289,0,-0.059277,0.034548,3.156347,-118.217842,1.706607,333.805511
290,0,-0.059779,0.034597,3.155255,-118.298233,1.557617,333.842590
291,0,-0.060522,0.035149,3.154302,-118.332565,1.334662,333.837646
292,0,-0.061208,0.035817,3.153276,-118.343079,1.090262,333.809967
293,0,-0.061821,0.035790,3.152272,-118.363251,0.840429,333.871979
294,0,-0.062500,0.035507,3.151302,-118.390602,0.643331,333.991180
295,0,-0.063251,0.034784,3.150229,-118.439957,0.538210,334.133942
296,0,-0.063939,0.033930,3.149163,-118.482239,0.500514,334.285675
297,0,-0.064388,0.034061,3.148033,-118.510147,0.418498,334.349335
298,0,-0.064936,0.034637,3.146924,-118.490646,0.224100,334.358398
299,0,-0.065193,0.035292,3.145674,-118.415596,-0.061549,334.360840
300,0,-0.065325,0.035916,3.144310,-118.340973,-0.381834,334.385529
301,0,-0.065415,0.035763,3.142733,-118.259552,-0.659154,334.438416
302,0,-0.065809,0.034842,3.140889,-118.177292,-0.899101,334.488922
303,0,-0.065848,0.033655,3.138955,-118.077812,-1.061068,334.598694
304,0,-0.065837,0.032291,3.137044,-117.990479,-1.174579,334.754333
305,0,-0.065498,0.030988,3.135194,-117.936424,-1.313499,334.882751
306,0,-0.065105,0.030275,3.133667,-117.883430,-1.477920,334.962891
307,0,-0.065301,0.030100,3.132359,-117.809105,-1.708694,335.013397
308,0,-0.065935,0.030097,3.131267,-117.709305,-1.907792,335.076416
309,0,-0.067011,0.029265,3.130150,-117.642685,-2.088071,335.217163
310,0,-0.068211,0.028495,3.128980,-117.616020,-2.314852,335.385498
311,0,-0.069171,0.027238,3.127624,-117.609337,-2.485466,335.545319
312,0,-0.070169,0.025972,3.126413,-117.632683,-2.553874,335.748901
313,0,-0.070729,0.025725,3.125355,-117.651733,-2.538177,335.913147
314,0,-0.071731,0.026179,3.124408,-117.681999,-2.530882,335.995392
315,0,-0.073138,0.026568,3.123518,-117.711433,-2.600892,336.012878
316,0,-0.075007,0.027545,3.122559,-117.717232,-2.735980,336.034149
317,0,-0.076599,0.028862,3.121568,-117.686890,-2.914097,336.127747
318,0,-0.078163,0.029703,3.120475,-117.649811,-3.121190,336.313202
319,0,-0.083179,0.035742,3.120183,-117.591164,-3.275928,336.567566
320,0,-0.084351,0.035441,3.118752,-117.611877,-3.373344,336.507568
321,0,-0.084468,0.034154,3.117214,-117.626709,-3.336643,336.421753
322,0,-0.083692,0.033315,3.115859,-117.621246,-3.232572,336.433655
323,0,-0.083059,0.033710,3.114933,-117.643776,-3.184752,336.488312
324,0,-0.083728,0.035562,3.114244,-117.689850,-3.255987,336.491364
325,0,-0.085093,0.038128,3.113729,-117.714012,-3.470598,336.470703
326,0,-0.086422,0.040421,3.113196,-117.672119,-3.672519,336.395447
327,0,-0.086881,0.042437,3.112651,-117.615364,-3.752750,336.262421
328,0,-0.086645,0.043828,3.111853,-117.656830,-3.709461,336.104462
329,0,-0.085439,0.044051,3.110893,-117.781769,-3.600409,335.920319
330,0,-0.084227,0.043406,3.109717,-117.920197,-3.502766,335.811401
331,0,-0.083440,0.042942,3.108320,-117.956451,-3.492096,335.822601
332,0,-0.083442,0.043853,3.107339,-117.933228,-3.613824,335.869476
333,0,-0.084271,0.045546,3.106437,-117.892334,-3.804819,335.856750
334,0,-0.084685,0.047725,3.105929,-117.864449,-3.929744,335.818420
335,0,-0.084759,0.048914,3.105432,-117.884102,-3.978863,335.732666
336,0,-0.084018,0.048242,3.104856,-117.974380,-3.983552,335.564209
337,0,-0.082227,0.047422,3.104166,-118.109123,-3.963430,335.374542
338,0,-0.080584,0.046293,3.103425,-118.202011,-3.924922,335.272064
339,0,-0.079064,0.045804,3.102880,-118.245918,-3.904137,335.227783
340,0,-0.078045,0.046116,3.102449,-118.205208,-3.929003,335.225891
341,0,-0.077361,0.046709,3.102218,-118.141052,-4.010038,335.223694
342,0,-0.076956,0.047725,3.102098,-118.098358,-4.143412,335.191101
343,0,-0.076274,0.048142,3.101626,-118.084824,-4.284927,335.114044
344,0,-0.074772,0.047881,3.101068,-118.105789,-4.389711,335.014374
345,0,-0.073111,0.046429,3.100142,-118.060890,-4.416615,334.941010
346,0,-0.071158,0.044251,3.099157,-117.993950,-4.434787,334.953705
347,0,-0.070010,0.042385,3.098160,-117.907440,-4.485060,334.997223
348,0,-0.069540,0.041523,3.097354,-117.836372,-4.624846,335.022491
349,0,-0.069279,0.041312,3.096733,-117.793083,-4.808412,334.970734
350,0,-0.068862,0.040865,3.096299,-117.756363,-4.979853,334.877411
351,0,-0.068660,0.040542,3.095924,-117.692543,-5.117222,334.830414
352,0,-0.068181,0.040354,3.095634,-117.608658,-5.215039,334.821564
353,0,-0.068156,0.039779,3.095198,-117.527954,-5.291028,334.883545
354,0,-0.068304,0.038808,3.094448,-117.465813,-5.375564,335.034424
355,0,-0.068392,0.037712,3.093702,-117.428886,-5.412482,335.167755
356,0,-0.068338,0.036623,3.092888,-117.427940,-5.421968,335.181763
357,0,-0.068210,0.036226,3.092439,-117.418297,-5.440448,335.129913
358,0,-0.068292,0.036826,3.092311,-117.379593,-5.512305,335.058289
359,0,-0.068728,0.037543,3.092264,-117.324692,-5.616260,335.036102
360,0,-0.069172,0.037640,3.092234,-117.292465,-5.728614,335.104340
361,0,-0.069774,0.036900,3.092093,-117.274063,-5.848061,335.214600
362,0,-0.070077,0.035971,3.091775,-117.250313,-5.900228,335.284088
363,0,-0.069911,0.034496,3.091381,-117.258354,-5.892895,335.294739
364,0,-0.069322,0.033128,3.091120,-117.261398,-5.879919,335.254364
365,0,-0.068554,0.031971,3.091004,-117.277573,-5.880819,335.186523
366,0,-0.068000,0.032098,3.091104,-117.252983,-5.961390,335.096649
367,0,-0.067717,0.032771,3.091128,-117.215775,-6.084974,334.980713
368,0,-0.067499,0.032856,3.091138,-117.167313,-6.218040,334.873260
369,0,-0.067323,0.032565,3.091049,-117.138657,-6.299644,334.763214
370,0,-0.066990,0.031951,3.090982,-117.161949,-6.316931,334.643524
371,0,-0.066504,0.031469,3.090910,-117.202324,-6.223031,334.630219
372,0,-0.066037,0.031386,3.090877,-117.303963,-6.095606,334.650665
373,0,-0.065706,0.031983,3.090931,-117.379692,-5.993019,334.497589
374,0,-0.065540,0.032681,3.090944,-117.390686,-5.950417,334.273010
375,0,-0.065488,0.033355,3.090831,-117.388878,-5.916038,334.157166
376,0,-0.065718,0.033608,3.090576,-117.396019,-5.966268,334.098816
377,0,-0.065964,0.033482,3.090390,-117.481400,-6.041167,333.926208
378,0,-0.066431,0.033030,3.090177,-117.553749,-6.046696,333.696533
379,0,-0.066676,0.032724,3.090156,-117.559387,-5.893545,333.613770
380,0,-0.066711,0.032662,3.090352,-117.562355,-5.640412,333.621307
381,0,-0.066527,0.032991,3.090696,-117.647202,-5.508222,333.585358
382,0,-0.066958,0.033257,3.090956,-117.760750,-5.502638,333.422516
383,0,-0.067745,0.033889,3.091192,-117.808960,-5.508182,333.148895
384,0,-0.068617,0.034312,3.091363,-117.798141,-5.442616,332.832520
385,0,-0.072560,0.040392,3.092399,-117.757423,-5.288226,332.770294
386,0,-0.072811,0.040876,3.092580,-117.808769,-5.215805,332.605499
387,0,-0.072191,0.040463,3.092542,-117.848557,-5.086959,332.439270
388,0,-0.071008,0.039309,3.092406,-117.864166,-4.882267,332.342438
389,0,-0.070121,0.038325,3.092298,-117.866730,-4.678948,332.281982
390,0,-0.070244,0.038521,3.092385,-117.890289,-4.552865,332.103882
391,0,-0.070845,0.040277,3.092702,-117.913315,-4.437698,331.788147
392,0,-0.071020,0.041723,3.093000,-117.909004,-4.292289,331.598755
393,0,-0.070773,0.041889,3.093055,-117.939255,-4.059462,331.477142
394,0,-0.070433,0.041378,3.092939,-118.011848,-3.818633,331.327606
395,0,-0.070229,0.041113,3.092878,-118.101547,-3.624601,331.208588
396,0,-0.069757,0.041056,3.092956,-118.177330,-3.381027,331.158539
397,0,-0.069221,0.041259,3.093065,-118.237305,-3.081229,331.138977
398,0,-0.069136,0.041951,3.093413,-118.291260,-2.851445,331.091980
399,0,-0.069919,0.042865,3.093592,-118.345268,-2.686090,331.003876
400,0,-0.070337,0.043241,3.093849,-118.422394,-2.560043,330.889465
401,0,-0.070551,0.043390,3.094232,-118.515175,-2.409475,330.812836
402,0,-0.070568,0.043426,3.094625,-118.594337,-2.232151,330.807098
403,0,-0.070519,0.043232,3.095184,-118.660095,-2.046524,330.834808
404,0,-0.070776,0.042939,3.095683,-118.717949,-1.855495,330.880981
405,0,-0.070967,0.042836,3.096213,-118.780930,-1.635592,331.000153
406,0,-0.071538,0.042384,3.096761,-118.866997,-1.429172,331.169983
407,0,-0.072565,0.041865,3.097300,-118.967644,-1.268095,331.242493
408,0,-0.073945,0.041846,3.097981,-119.065819,-1.181853,331.201721
409,0,-0.075505,0.042140,3.098647,-119.154846,-1.105576,331.153687
410,0,-0.076803,0.042708,3.099266,-119.236084,-0.958317,331.169678
411,0,-0.078125,0.043353,3.099727,-119.319481,-0.773649,331.284149
412,0,-0.079150,0.043541,3.100089,-119.416550,-0.596236,331.453308
413,0,-0.079952,0.043116,3.100158,-119.535751,-0.410336,331.583221
414,0,-0.080578,0.042547,3.100120,-119.635750,-0.242611,331.646362
415,0,-0.081013,0.042161,3.100130,-119.642845,-0.137612,331.669586
416,0,-0.081529,0.041950,3.100166,-119.644539,-0.095368,331.615784
417,0,-0.081591,0.041796,3.100151,-119.688255,-0.063367,331.534882
418,0,-0.081398,0.041759,3.099909,-119.755661,0.035702,331.480438
419,0,-0.080967,0.041363,3.099655,-119.808144,0.185731,331.457275
420,0,-0.080618,0.040887,3.099314,-119.818474,0.316449,331.433960
421,0,-0.080010,0.040198,3.098875,-119.835251,0.388209,331.409088
422,0,-0.079404,0.039797,3.098558,-119.844292,0.435546,331.373688
423,0,-0.078911,0.039355,3.098317,-119.847565,0.455733,331.323761
424,0,-0.078648,0.039083,3.097969,-119.872040,0.505822,331.250427
425,0,-0.078219,0.038390,3.097532,-119.906891,0.554831,331.160858
426,0,-0.077877,0.037870,3.097228,-119.904327,0.514321,331.079376
427,0,-0.080854,0.042900,3.097916,-119.859154,0.518063,331.190002
428,0,-0.080290,0.041505,3.097486,-119.890099,0.514550,331.188751
429,0,-0.079870,0.040543,3.097288,-119.897316,0.510985,331.195984
430,0,-0.079776,0.040008,3.097221,-119.913132,0.548268,331.163391
431,0,-0.079641,0.039886,3.097357,-119.928108,0.536857,331.143921
432,0,-0.079765,0.040593,3.097753,-119.926437,0.508513,331.165436
433,0,-0.079827,0.041765,3.098148,-119.969170,0.506723,331.181580
434,0,-0.080070,0.041986,3.098384,-120.035355,0.481068,331.134613
435,0,-0.080564,0.042345,3.098686,-120.061340,0.423882,331.027130
436,0,-0.081114,0.042727,3.098958,-120.055450,0.416261,330.919922
437,0,-0.081025,0.042453,3.099205,-120.083481,0.412074,330.893951
438,0,-0.080915,0.042334,3.099429,-120.139709,0.409809,330.960266
439,0,-0.080855,0.042420,3.099699,-120.205528,0.383727,331.048279
440,0,-0.080879,0.042184,3.099895,-120.253464,0.391072,331.059387
441,0,-0.081120,0.041445,3.099940,-120.265282,0.406990,330.980103
442,0,-0.081351,0.040716,3.099972,-120.268921,0.363038,330.913849
443,0,-0.081185,0.040400,3.100014,-120.285973,0.286385,330.885101
444,0,-0.080862,0.039544,3.099931,-120.334854,0.201240,330.837860
445,0,-0.080339,0.038964,3.100007,-120.353752,0.153433,330.805359
446,0,-0.079774,0.038444,3.100106,-120.352562,0.143948,330.849762
447,0,-0.079443,0.037692,3.100162,-120.343323,0.154899,330.872925
448,0,-0.079296,0.036653,3.100072,-120.348099,0.143200,330.887054
449,0,-0.079417,0.035803,3.100106,-120.334999,0.102079,330.937073
450,0,-0.079801,0.034614,3.099955,-120.297829,0.062008,330.976593
451,0,-0.080458,0.033399,3.099806,-120.265747,-0.007304,330.985962
452,0,-0.080796,0.032577,3.099620,-120.219330,-0.085267,330.982330
453,0,-0.080922,0.032157,3.099667,-120.162361,-0.098793,331.008820
454,0,-0.080976,0.032112,3.099703,-120.090904,-0.062945,331.057983
455,0,-0.081246,0.032027,3.099688,-120.016251,-0.009611,331.148895
456,0,-0.081828,0.031770,3.099540,-119.951569,0.017146,331.245819
457,0,-0.082583,0.030972,3.099300,-119.893028,-0.015738,331.300690
458,0,-0.083515,0.030297,3.099056,-119.814423,-0.092044,331.354309
459,0,-0.084328,0.030137,3.099108,-119.720856,-0.170129,331.434357
460,0,-0.084905,0.030126,3.099081,-119.627716,-0.193518,331.498138
461,0,-0.085424,0.029928,3.099193,-119.555336,-0.162020,331.580139
462,0,-0.086198,0.029671,3.099081,-119.493942,-0.133988,331.695190
463,0,-0.086857,0.029504,3.098919,-119.425369,-0.108801,331.838013
464,0,-0.087498,0.028829,3.098689,-119.359360,-0.101530,331.992523
465,0,-0.087959,0.028362,3.098429,-119.262085,-0.139191,332.088257
466,0,-0.088348,0.027860,3.098228,-119.153717,-0.185765,332.097137
467,0,-0.088497,0.027661,3.098131,-119.053917,-0.214861,332.046600
468,0,-0.088436,0.027490,3.098027,-118.959526,-0.234872,331.985657
469,0,-0.088383,0.027146,3.097919,-118.891556,-0.273684,331.964417
470,0,-0.088345,0.026223,3.097706,-118.837250,-0.306114,331.978271
471,0,-0.088318,0.025494,3.097525,-118.772972,-0.337100,331.999664
472,0,-0.088326,0.024951,3.097365,-118.720459,-0.329742,332.012634
473,0,-0.088313,0.024394,3.097326,-118.659599,-0.300518,332.028931
474,0,-0.088189,0.023733,3.097395,-118.644302,-0.258268,332.033539
475,0,-0.088296,0.023250,3.097474,-118.673439,-0.243403,331.984833
476,0,-0.088420,0.022649,3.097484,-118.712975,-0.247108,331.859283
477,0,-0.088973,0.022138,3.097393,-118.735451,-0.255323,331.721100
478,0,-0.089303,0.021579,3.097327,-118.744080,-0.238488,331.646729
479,0,-0.089301,0.020747,3.097447,-118.774353,-0.142575,331.571503
480,0,-0.089443,0.020563,3.097467,-118.842697,-0.085670,331.538513
481,0,-0.089503,0.020508,3.097668,-118.904091,0.009515,331.477020
482,0,-0.089247,0.020659,3.097926,-118.971291,0.103394,331.407806
483,0,-0.088934,0.020728,3.098219,-119.022346,0.197992,331.267548
484,0,-0.088654,0.020771,3.098630,-119.121132,0.283905,331.107666
485,0,-0.088664,0.020556,3.099088,-119.243652,0.375675,330.945099
486,0,-0.089086,0.020754,3.099499,-119.352219,0.407318,330.868774
487,0,-0.089680,0.021617,3.099876,-119.448517,0.473894,330.874237
488,0,-0.090188,0.021726,3.100335,-119.558044,0.610115,330.901184
489,0,-0.090582,0.022173,3.100732,-119.697594,0.699230,330.949860
490,0,-0.090532,0.022597,3.101264,-119.871857,0.770149,330.936066
491,0,-0.090780,0.023237,3.101644,-119.993118,0.837082,330.910522
492,0,-0.091182,0.023594,3.101863,-120.074242,0.887752,330.920166
493,0,-0.091714,0.023667,3.102115,-120.184395,0.901903,330.914337
494,0,-0.092458,0.023684,3.102321,-120.321877,0.889972,330.878967
495,0,-0.092831,0.024188,3.102641,-120.436455,0.917519,330.918274
496,0,-0.093103,0.024494,3.102909,-120.507538,0.992021,330.988770
497,0,-0.093041,0.024907,3.103152,-120.562164,1.027520,331.088257
498,0,-0.092737,0.025238,3.103379,-120.632309,1.034982,331.128082
499,0,-0.092672,0.025261,3.103258,-120.716568,1.020486,331.115601
500,0,-0.092616,0.025033,3.103273,-120.761696,0.967358,331.094666
501,0,-0.092675,0.024779,3.103165,-120.784325,0.962244,331.104767
502,0,-0.092588,0.024620,3.103088,-120.798927,0.945502,331.118134
503,0,-0.092458,0.024587,3.103006,-120.840286,0.895043,331.134003
504,0,-0.092180,0.024481,3.102929,-120.886032,0.891672,331.161163
505,0,-0.091751,0.024527,3.102957,-120.898117,0.910229,331.229614
506,0,-0.091739,0.024452,3.102868,-120.876930,0.914584,331.306885
507,0,-0.091701,0.024306,3.102896,-120.840210,0.864322,331.393127
508,0,-0.091902,0.023810,3.102878,-120.825592,0.784552,331.482941
509,0,-0.092270,0.023651,3.102700,-120.836166,0.676112,331.581177
510,0,-0.092618,0.023093,3.102733,-120.845673,0.632308,331.600739
511,0,-0.092979,0.022833,3.102712,-120.835884,0.586069,331.621185
512,0,-0.092843,0.023169,3.102734,-120.849701,0.585046,331.705109
513,0,-0.092773,0.023187,3.102690,-120.884758,0.611782,331.847839
514,0,-0.092637,0.023132,3.102641,-120.907951,0.608561,332.001923
515,0,-0.092967,0.022802,3.102377,-120.860542,0.574258,332.117371
516,0,-0.093118,0.022497,3.102267,-120.825615,0.500270,332.235657
517,0,-0.093199,0.022307,3.102232,-120.837791,0.396621,332.332489
518,0,-0.093372,0.022128,3.102232,-120.872200,0.315255,332.349243
519,0,-0.093381,0.021964,3.102203,-120.903786,0.281561,332.397522
520,0,-0.093293,0.021621,3.102195,-120.911148,0.294946,332.510315
