Objects
100
,,Global Angle (Quaternion) nicococo:nicococo,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
105,0,0.058397,0.001350,0.073484,0.995584,-62.777893,-114.245293,229.920822
106,0,0.057431,0.001029,0.073064,0.995672,-62.623703,-114.534019,230.128067
107,0,0.057528,0.001363,0.073808,0.995611,-62.604340,-114.641739,230.237274
108,0,0.057768,0.001775,0.074245,0.995564,-62.636486,-114.692528,230.321396
109,0,0.058919,0.000034,0.071813,0.995676,-62.868641,-114.293449,230.056488
110,0,0.059115,0.000186,0.071036,0.995721,-62.983475,-114.336067,230.258591
111,0,0.059086,0.000101,0.069935,0.995800,-63.120201,-114.426125,230.556107
112,0,0.058926,-0.000001,0.068413,0.995915,-63.299038,-114.503609,230.935013
113,0,0.058534,0.000188,0.066608,0.996061,-63.543610,-114.539841,231.385315
114,0,0.058488,-0.000424,0.064692,0.996190,-63.826210,-114.473114,231.743423
115,0,0.059126,-0.002528,0.062230,0.996306,-64.087440,-114.160118,231.905045
116,0,0.059227,-0.003129,0.060927,0.996379,-64.371407,-114.125839,232.345337
117,0,0.059305,-0.003747,0.060100,0.996422,-64.632851,-114.099556,232.780777
118,0,0.059121,-0.004455,0.059546,0.996463,-64.874786,-114.036774,233.176758
119,0,0.059113,-0.004973,0.059313,0.996475,-65.120537,-113.878807,233.510681
120,0,0.059103,-0.005279,0.059126,0.996485,-65.360558,-113.624756,233.789185
121,0,0.059149,-0.005207,0.058970,0.996492,-65.573463,-113.340302,234.080383
122,0,0.059064,-0.005252,0.058758,0.996510,-65.777710,-113.030968,234.412430
123,0,0.058858,-0.005222,0.058564,0.996533,-65.955322,-112.726425,234.784119
124,0,0.058841,-0.005303,0.058302,0.996549,-66.158356,-112.407883,235.085312
125,0,0.059229,-0.005471,0.057831,0.996553,-66.364037,-112.076012,235.263504
126,0,0.059981,-0.005515,0.057156,0.996547,-66.592964,-111.737129,235.390656
127,0,0.060636,-0.005118,0.056534,0.996544,-66.809616,-111.442780,235.539474
128,0,0.061414,-0.004202,0.055952,0.996534,-67.007156,-111.230698,235.738205
129,0,0.062195,-0.002484,0.055634,0.996509,-67.185608,-111.136124,235.974701
130,0,0.064064,-0.005263,0.052265,0.996562,-67.569527,-110.512405,235.437302
131,0,0.065925,-0.005093,0.050883,0.996513,-67.849220,-110.306770,235.186417
132,0,0.068436,-0.004781,0.049213,0.996430,-68.154907,-110.118843,234.817154
133,0,0.071216,-0.004477,0.047399,0.996324,-68.467827,-110.008942,234.393311
134,0,0.073927,-0.004072,0.045395,0.996222,-68.784157,-109.971527,234.010101
135,0,0.076207,-0.003603,0.043418,0.996140,-69.107964,-109.963951,233.730316
136,0,0.077953,-0.003085,0.041408,0.996092,-69.451088,-109.976921,233.579376
137,0,0.079507,-0.002653,0.039568,0.996045,-69.810265,-110.031914,233.511063
138,0,0.080852,-0.002550,0.037534,0.996016,-70.183617,-110.115761,233.523392
139,0,0.082025,-0.002595,0.035363,0.995999,-70.553169,-110.252022,233.690247
140,0,0.082798,-0.002774,0.033217,0.996009,-70.918541,-110.426285,234.003311
141,0,0.082706,-0.003269,0.030786,0.996093,-71.318024,-110.600121,234.409927
142,0,0.082177,-0.003821,0.028493,0.996203,-71.695679,-110.790207,234.979080
143,0,0.081160,-0.004154,0.026568,0.996338,-72.025429,-111.078331,235.688202
144,0,0.080011,-0.005287,0.024255,0.996485,-72.413269,-111.205254,236.240677
145,0,0.078898,-0.006684,0.021867,0.996620,-72.801331,-111.217110,236.766098
146,0,0.077887,-0.006969,0.020325,0.996731,-73.046440,-111.386040,237.323318
147,0,0.076935,-0.006784,0.019060,0.996831,-73.171944,-111.601250,237.764374
148,0,0.075876,-0.006680,0.018016,0.996932,-73.264626,-111.700020,238.069855
149,0,0.075076,-0.007339,0.016587,0.997013,-73.430672,-111.525032,238.140182
150,0,0.074582,-0.007110,0.015808,0.997064,-73.439903,-111.545959,238.206223
151,0,0.074125,-0.006496,0.015313,0.997110,-73.338669,-111.580002,238.206192
152,0,0.073839,-0.005509,0.015050,0.997141,-73.159485,-111.584900,238.140671
153,0,0.073860,-0.004353,0.015079,0.997145,-72.919685,-111.564758,238.035172
154,0,0.073473,-0.003264,0.015053,0.997178,-72.642982,-111.480896,237.940262
155,0,0.072571,-0.002328,0.015193,0.997245,-72.370369,-111.388992,238.003387
156,0,0.069806,-0.001107,0.014967,0.997448,-72.131020,-111.496925,238.234131
157,0,0.067676,-0.000512,0.014971,0.997595,-71.850441,-111.374779,238.576035
158,0,0.065285,-0.000222,0.014805,0.997757,-71.568581,-111.200264,239.003830
159,0,0.062705,-0.000370,0.014572,0.997926,-71.263260,-111.003227,239.498505
160,0,0.060280,-0.000957,0.014457,0.998076,-70.951553,-110.771523,240.050034
161,0,0.057719,-0.001740,0.014575,0.998225,-70.604042,-110.519882,240.652451
162,0,0.055632,-0.002313,0.015026,0.998336,-70.222054,-110.250450,241.299316
163,0,0.053936,-0.002842,0.015824,0.998415,-69.813248,-109.930077,241.917496
164,0,0.052644,-0.003214,0.016870,0.998466,-69.353020,-109.619011,242.529770
165,0,0.051462,-0.003183,0.018093,0.998506,-68.891823,-109.277901,243.111145
166,0,0.050494,-0.002826,0.019192,0.998536,-68.415260,-108.895355,243.723053
167,0,0.049388,-0.002131,0.020053,0.998576,-67.927292,-108.467415,244.398773
168,0,0.048152,-0.001532,0.020574,0.998627,-67.440727,-107.938126,245.193909
169,0,0.046334,-0.000964,0.020712,0.998711,-66.995384,-107.276833,246.179077
170,0,0.043928,-0.000659,0.020638,0.998821,-66.584984,-106.457863,247.338089
171,0,0.041120,-0.000305,0.020417,0.998946,-66.194397,-105.547318,248.623856
172,0,0.038196,0.000322,0.020317,0.999064,-65.804459,-104.564384,249.937134
173,0,0.036073,0.001344,0.020419,0.999140,-65.384483,-103.606667,251.236176
174,0,0.034457,0.002765,0.020925,0.999183,-64.930840,-102.694328,252.460983
175,0,0.033424,0.004124,0.021393,0.999204,-64.479042,-101.789413,253.610397
176,0,0.032792,0.005467,0.021505,0.999216,-64.040207,-100.914017,254.758591
177,0,0.032091,0.006680,0.021358,0.999234,-63.650459,-100.023003,255.939041
178,0,0.030846,0.007451,0.020840,0.999279,-63.306557,-99.162506,257.189606
179,0,0.029315,0.008278,0.020226,0.999331,-62.991081,-98.310738,258.479797
